,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
585,5.0,0.00725,0.0,9.0,0.0,4.05,0.212011,0.006397,0.0,0.005531,15.7896,0.0,2.04,5.11,0.0,0.0,0.0,29.0,0.002937,4.05,0.439259,0.0,0.000669,6.2,11.0,252.0,0.0,16.0,4.0,1.0,0.0,0.0,120.0,1.01,88.0,0.009007,0.004657,0.017698,5.08,6.1,12.0,8.53,9.0,0.0,9.0,0.0,4.07,0.0,5.08,0.044523,7.21,23.0,0.00843,0.010813,0.011838,32.0,11.0,0.008162,11.25,0.063604,0.007933,b'clean'
586,1.0,0.0,0.0,0.0,0.0,0.0,0.002362,0.0,0.0,0.0,4.64887,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.107619,0.0,0.0,0.0,1.0,10.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006227,2.02,0.0,0.0,0.003069,0.0,29.0,2.0,0.0,0.0,0.000428,0.0,b'clean'
587,0.0,0.0,0.006966,2.0,0.0,0.0,0.016984,0.0,5.06,0.0,7.70698,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.210719,0.0,0.003046,1.04,4.0,25.0,4.0,2.0,4.0,1.0,0.0,1.01,1.0,2.02,13.0,0.002378,0.0,0.002419,1.02,0.0,5.0,1.06,0.0,0.0,0.0,0.0,0.0,0.000359,4.04,0.021298,3.04,3.0,0.002417,0.004642,0.002356,16.0,2.0,0.004873,1.07,0.039555,0.0,b'clean'
588,0.0,0.0,0.0,3.0,0.0,0.0,0.006365,0.0,0.0,0.0,8.04434,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.205054,0.0,0.001203,0.0,4.0,18.0,7.0,4.0,3.0,0.0,0.0,0.0,6.0,1.01,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018029,3.03,3.0,0.0,0.004301,0.0,33.0,2.0,0.0,0.0,0.03437,0.0,b'clean'
589,0.0,0.000751,0.0,1.0,0.0,0.0,0.002547,0.000845,0.0,0.0,3.18664,0.0,0.0,1.01,0.0,0.0,0.0,4.0,0.0,0.0,0.095785,0.0,0.001175,1.01,2.0,15.0,7.0,3.0,3.0,1.0,0.0,0.0,3.0,1.01,8.0,0.00075,0.0,0.000751,0.0,1.03,3.0,1.02,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.012297,2.04,1.0,0.0,0.002706,0.000759,14.0,2.0,0.0,1.03,0.034176,0.000828,b'clean'
590,0.0,0.0,0.0,2.0,0.0,0.0,0.004608,0.0,0.0,0.0,2.15793,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.085143,0.0,0.0,0.0,11.0,81.0,0.0,8.0,2.0,1.0,0.0,0.0,28.0,0.0,39.0,0.0,0.0,0.008111,0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017156,0.0,3.0,0.0,0.0,0.0,29.0,6.0,0.0,2.02,0.067305,0.0,b'clean'
591,13.0,0.004062,0.0,6.0,0.0,0.0,0.079729,0.002103,0.0,0.0,21.0274,0.0,0.0,4.04,0.0,7.0,0.0,102.0,0.0,0.0,0.564533,3.03,0.0,5.16,13.0,440.0,1.0,23.0,3.0,1.0,0.010111,0.0,253.0,0.0,245.0,0.005457,0.0,0.008647,4.04,4.85,14.0,5.25,2.0,0.0,0.0,0.0,1.01,0.0,4.04,0.055702,7.07,7.0,0.006086,0.007211,0.004989,41.0,1.0,0.006551,8.02,0.102155,0.004483,b'clean'
592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,b'clean'
593,4.0,0.000725,0.0,2.0,0.0,2.12,0.066065,0.0007,0.0,0.001588,5.52957,0.0,1.01,1.04,0.0,0.0,0.0,37.0,0.000784,2.11,0.144814,0.0,0.002529,0.0,22.0,236.0,2.0,19.0,5.0,1.0,0.0,1.02,171.0,2.03,128.0,0.0,0.001659,0.005761,1.03,1.66,23.0,2.22,4.0,1.0,4.0,1.0,1.01,0.0,1.03,0.014162,6.55,2.0,0.000787,0.011108,0.001554,72.0,9.0,0.000861,2.24,0.033969,0.000779,b'clean'
594,1.0,0.00098,0.0,2.0,0.0,1.01,0.012817,0.000711,0.0,0.0,9.08573,0.0,1.01,1.03,0.0,0.0,0.0,16.0,0.001235,0.0,0.264973,0.0,0.0,1.13,2.0,49.0,11.0,6.0,3.0,2.0,0.0,0.0,15.0,0.0,14.0,0.001171,0.000779,0.00117,3.03,1.12,4.0,1.09,3.0,0.0,2.0,0.0,1.02,0.0,3.03,0.033375,1.01,3.0,0.002867,0.001646,0.001212,29.0,5.0,0.003004,1.3,0.092455,0.00117,b'clean'
595,3.0,0.0,0.0,0.0,0.0,0.0,0.003076,0.0,0.0,0.0,3.32521,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.102206,0.0,0.0,0.0,12.0,63.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,45.0,0.0,0.0,0.004532,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013261,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.11,0.033396,0.0,b'clean'
596,8.0,0.002485,0.001563,2.0,0.0,1.14,0.071993,0.002563,2.02,0.000549,17.7108,0.0,1.01,2.04,0.0,0.0,0.0,46.0,0.000511,1.02,0.44627,1.01,0.001986,2.13,13.0,215.0,0.0,16.0,3.0,2.0,0.000682,0.0,120.0,1.01,101.0,0.002608,0.000547,0.004493,2.02,2.7,15.0,5.27,7.0,0.0,6.0,0.0,2.03,0.0,4.04,0.036368,3.04,4.0,0.002884,0.005131,0.005633,21.0,7.0,0.003811,4.76,0.04718,0.002716,b'clean'
597,1.0,0.003329,0.0,8.0,0.0,1.01,0.051439,0.001547,0.0,0.000362,17.5143,0.0,1.01,3.06,1.0,0.0,0.0,20.0,0.001704,1.01,0.472641,0.0,0.001237,6.14,1.0,95.0,1.0,10.0,2.0,1.0,0.0,0.0,45.0,1.01,36.0,0.007302,0.000335,0.012216,0.0,3.4,2.0,4.24,8.0,0.0,7.0,0.0,2.05,0.0,0.0,0.04605,2.02,8.0,0.0,0.002368,0.004215,4.0,9.0,0.0,7.61,0.076121,0.003646,b'clean'
598,0.0,0.0,0.0,0.0,0.0,0.0,0.00279,0.0,0.0,0.0,6.41569,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.169334,0.0,0.0,0.0,0.0,79.0,0.0,8.0,1.0,0.0,0.0,0.0,28.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.016324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.034357,0.0,b'clean'
599,0.0,0.0,0.0,1.0,0.0,0.0,0.000349,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.061715,0.0,0.0,0.0,4.0,31.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.033928,0.0,b'clean'
600,2.0,0.006093,0.0,7.0,0.0,3.03,0.107786,0.006397,0.0,0.004093,15.7896,0.0,1.02,4.09,0.0,0.0,0.0,22.0,0.001617,3.03,0.439259,0.0,0.000669,5.17,9.0,159.0,0.0,13.0,4.0,1.0,0.0,0.0,78.0,1.01,57.0,0.007693,0.003206,0.017698,5.08,4.72,10.0,8.38,5.0,0.0,5.0,0.0,4.07,0.0,5.08,0.044523,7.21,16.0,0.00843,0.010813,0.011838,32.0,11.0,0.008162,11.19,0.063604,0.006538,b'clean'
601,13.0,0.007847,0.0,9.0,0.0,4.04,0.162925,0.003341,0.0,0.006294,16.1068,0.0,4.07,5.09,0.0,0.0,0.0,49.0,0.005992,4.04,0.460277,0.0,0.0,7.2,15.0,396.0,0.0,19.0,5.0,2.0,0.0,1.04,171.0,0.0,105.0,0.013776,0.005829,0.021123,4.04,6.26,17.0,6.39,8.0,0.0,8.0,0.0,2.02,0.000487,4.04,0.050492,4.27,18.0,0.00646,0.006849,0.010314,34.0,6.0,0.007,12.76,0.091535,0.008645,b'clean'
602,0.0,0.0,0.0,1.0,0.0,0.0,0.000506,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06092,0.0,0.0,0.0,3.0,17.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009619,0.0,1.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,0.030953,0.0,b'clean'
603,4.0,0.001664,0.0,5.0,0.0,0.0,0.087589,0.001685,0.0,0.0,13.7684,0.0,0.0,1.01,0.0,0.0,0.0,43.0,0.0,0.0,0.361643,0.0,0.001986,2.02,23.0,176.0,2.0,15.0,5.0,2.0,0.0,0.0,105.0,1.01,117.0,0.002408,0.0,0.009571,1.01,1.14,24.0,4.09,1.0,0.0,1.0,0.0,1.01,0.0,1.01,0.032547,5.37,5.0,0.002006,0.01045,0.004666,72.0,6.0,0.001619,5.2,0.045625,0.001757,b'buggy'
604,18.0,0.007123,0.000943,5.0,0.0,3.04,0.180108,0.006397,1.01,0.002567,12.3564,0.0,1.15,5.2,0.0,0.0,0.0,59.0,0.000867,3.04,0.346518,0.0,0.0,4.5,22.0,387.0,0.0,27.0,4.0,2.0,0.0,0.0,351.0,0.0,176.0,0.006012,0.002104,0.014049,6.22,8.3,24.0,9.54,8.0,0.0,8.0,0.0,4.05,0.0,6.23,0.035935,6.14,13.0,0.008269,0.009877,0.011178,32.0,9.0,0.008638,11.05,0.05506,0.007666,b'clean'
605,1.0,0.005528,0.006654,15.0,0.0,3.19,0.185114,0.003991,2.02,0.0024,20.29,0.0,3.11,4.1,0.0,4.0,0.0,19.0,0.00418,3.19,0.544254,2.04,0.002339,6.4,9.0,199.0,2.0,9.0,4.0,3.0,0.003466,0.0,36.0,1.01,55.0,0.007865,0.002177,0.014113,3.11,5.1,12.0,7.02,12.0,0.0,12.0,0.0,3.03,0.0,4.11,0.051189,4.1,20.0,0.004716,0.00613,0.008426,47.0,6.0,0.009759,11.51,0.071305,0.005981,b'buggy'
606,1.0,0.000853,0.0,7.0,0.0,0.0,0.070493,0.0,0.0,0.0,12.6552,0.0,1.01,1.01,0.0,0.0,0.0,10.0,0.0,0.0,0.381441,0.0,0.0,1.01,2.0,56.0,0.0,8.0,1.0,0.0,0.0,0.0,28.0,0.0,27.0,0.001015,0.0,0.013422,1.01,1.07,2.0,3.07,3.0,0.0,3.0,0.0,0.0,0.0,1.01,0.049461,0.0,7.0,0.000547,0.0,0.003929,0.0,4.0,0.001303,4.14,0.118216,0.000923,b'clean'
607,2.0,0.0,0.0,0.0,0.0,0.0,0.00663,0.0,0.0,0.0,3.36633,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.107253,0.0,0.0,0.0,4.0,257.0,0.0,9.0,1.0,1.0,0.0,0.0,36.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014868,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.040121,0.0,b'clean'
608,0.0,0.003629,0.000615,3.0,0.0,3.04,0.014734,0.004188,1.01,0.003875,7.08978,0.0,0.0,3.08,0.0,0.0,0.0,10.0,0.0,3.04,0.207289,0.0,0.0,3.08,0.0,30.0,0.0,11.0,3.0,4.0,0.0,0.0,55.0,0.0,11.0,0.004398,0.004229,0.004124,0.0,3.52,4.0,3.08,5.0,0.0,5.0,0.0,3.08,0.0,1.01,0.024551,6.11,4.0,0.0,0.014365,0.004108,70.0,11.0,0.000672,3.24,0.056909,0.004408,b'clean'
609,9.0,0.011267,0.02883,15.0,0.0,5.07,0.28815,0.004701,10.16,0.004147,36.1864,0.0,4.05,12.2,0.0,0.0,0.0,150.0,0.004713,5.07,0.926008,0.0,0.002859,20.71,48.0,548.0,5.0,40.0,4.0,13.0,0.0,1.01,780.0,1.04,328.0,0.023246,0.003872,0.029193,9.16,18.32,58.0,20.21,7.0,0.0,7.0,1.0,5.07,0.0023,16.29,0.078151,12.28,19.0,0.012282,0.0179,0.022315,78.0,15.0,0.034421,24.82,0.101493,0.012416,b'clean'
610,2.0,0.005219,0.001867,12.0,0.0,3.15,0.064252,0.0,1.01,0.0,21.4581,0.0,3.04,3.05,0.0,2.0,0.0,26.0,0.00534,0.0,0.581607,0.0,0.0,7.26,7.0,113.0,0.0,15.0,1.0,5.0,0.0,0.0,105.0,0.0,51.0,0.008741,0.004968,0.01538,8.11,3.73,12.0,9.64,11.0,0.0,0.0,0.0,0.0,0.0,9.12,0.063742,0.0,13.0,0.009033,0.0,0.010231,0.0,6.0,0.012211,9.91,0.133499,0.005289,b'buggy'
611,1.0,0.0,0.000986,2.0,0.0,0.0,0.013035,0.0,1.02,0.0,10.8383,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.283314,0.0,0.0,1.01,3.0,50.0,0.0,11.0,1.0,6.0,0.0,0.0,55.0,0.0,25.0,0.001313,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.02,0.025598,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.001619,0.0,0.03976,0.0,b'clean'
612,0.0,0.001733,0.001823,0.0,0.0,0.0,0.003711,0.001766,1.01,0.0,6.41569,0.0,0.0,1.01,0.0,0.0,0.0,7.0,0.0,0.0,0.169334,0.0,0.0,0.0,2.0,21.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,1.03,3.0,1.01,2.0,0.0,2.0,0.0,1.01,0.0,1.01,0.016324,1.01,0.0,0.0,0.001646,0.00191,6.0,4.0,0.001913,0.0,0.034357,0.00182,b'clean'
613,3.0,0.004408,0.0,2.0,0.0,0.0,0.092507,0.0,0.0,0.0,5.42567,0.0,1.01,2.07,0.0,1.0,0.0,101.0,0.002259,0.0,0.163456,0.0,0.0,2.39,6.0,370.0,0.0,20.0,1.0,1.0,0.0,0.0,190.0,0.0,218.0,0.005004,0.0,0.009562,0.0,3.12,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021171,1.01,2.0,0.0,0.001646,0.004455,6.0,0.0,0.0,4.48,0.059836,0.00518,b'clean'
614,0.0,0.0,0.0,1.0,0.0,0.0,0.034364,0.0,0.0,0.0,6.90708,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.200311,0.0,0.0,0.0,2.0,17.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.001679,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.022758,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.01,0.044585,0.0,b'clean'
615,10.0,0.00142,0.002043,7.0,0.0,1.02,0.06572,0.00074,2.03,0.000757,19.4171,0.0,1.03,2.04,0.0,0.0,0.0,45.0,0.00065,1.02,0.500895,0.0,0.0,3.15,14.0,198.0,0.0,20.0,1.0,2.0,0.0,0.0,190.0,0.0,97.0,0.00182,0.000579,0.00243,6.06,2.7,16.0,6.53,7.0,0.0,7.0,0.0,1.01,0.0,7.09,0.043404,0.0,7.0,0.006912,0.0,0.006676,0.0,10.0,0.008355,4.53,0.059724,0.001496,b'buggy'
616,0.0,0.0,0.000833,0.0,0.0,0.0,0.003397,0.0,1.01,0.0,3.30831,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.096281,0.0,0.0,0.0,1.0,9.0,4.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.011635,3.07,0.0,0.0,0.004833,0.0,64.0,3.0,0.000766,0.0,0.031038,0.0,b'clean'
617,4.0,0.0,0.0,1.0,0.0,0.0,0.008934,0.0,0.0,0.0,9.30009,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.235653,0.0,0.0,0.0,17.0,174.0,0.0,8.0,2.0,1.0,0.0,0.0,28.0,0.0,72.0,0.0,0.0,0.004997,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007,1.01,1.0,0.0,0.001646,0.0,29.0,2.0,0.0,1.13,0.034582,0.0,b'clean'
618,0.0,0.0,0.0,1.0,0.0,0.0,0.002287,0.0,0.0,0.0,3.19189,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.097192,0.0,0.0,0.0,4.0,76.0,0.0,10.0,2.0,1.0,0.0,0.0,45.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.012663,0.0,1.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.03454,0.0,b'clean'
619,0.0,0.001366,0.0,1.0,0.0,1.01,0.014265,0.0,0.0,0.000752,13.9202,0.0,0.0,1.01,0.0,0.0,0.0,3.0,0.0,1.01,0.353593,0.0,0.0,1.01,6.0,23.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,15.0,0.001669,0.000755,0.003041,3.05,1.02,7.0,3.09,4.0,0.0,3.0,0.0,0.0,0.0,3.05,0.029724,8.18,2.0,0.003479,0.012269,0.003263,28.0,1.0,0.003073,3.07,0.043077,0.001591,b'clean'
620,0.0,0.0,0.0,0.0,0.0,0.0,0.00507,0.0,0.0,0.0,7.62199,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.200409,0.0,0.0,0.0,1.0,30.0,1.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.018811,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.035401,0.0,b'clean'
621,0.0,0.004142,0.004086,6.0,0.0,1.03,0.080818,0.004887,1.01,0.004435,15.7601,0.0,0.0,1.03,0.0,0.0,0.0,15.0,0.0,1.02,0.420319,0.0,0.0,1.08,2.0,74.0,0.0,9.0,1.0,0.0,0.0,0.0,36.0,0.0,28.0,0.004689,0.005091,0.011352,2.02,1.21,2.0,3.14,4.0,0.0,3.0,0.0,1.02,0.0,3.03,0.041963,0.0,6.0,0.006509,0.0,0.00647,0.0,6.0,0.01104,4.47,0.088106,0.004892,b'clean'
622,1.0,0.000622,0.002077,1.0,0.0,0.0,0.012715,0.000558,2.02,0.0,14.4321,0.0,0.0,1.01,0.0,0.0,0.0,8.0,0.0,0.0,0.364765,0.0,0.0,1.01,6.0,27.0,26.0,5.0,6.0,3.0,0.0,0.0,10.0,0.0,20.0,0.000625,0.0,0.000621,1.01,1.04,9.0,2.06,1.0,0.0,1.0,0.0,1.01,0.0,3.03,0.029916,11.51,1.0,0.000761,0.012963,0.0014,155.0,4.0,0.003016,1.03,0.039515,0.00065,b'clean'
623,0.0,0.0,0.0,0.0,0.0,0.0,0.004601,0.0,0.0,0.0,3.05459,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.103073,0.0,0.0,0.0,2.0,19.0,1.0,5.0,2.0,3.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.015822,0.0,1.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.048942,0.0,b'clean'
624,3.0,0.0,0.0,0.0,0.0,0.0,0.013772,0.0,0.0,0.0,4.22329,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.11579,0.0,0.0,0.0,6.0,105.0,0.0,7.0,2.0,1.0,0.0,0.0,21.0,0.0,41.0,0.0,0.0,0.005761,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012712,1.01,0.0,0.0,0.001646,0.0,29.0,2.0,0.0,2.16,0.033951,0.0,b'clean'
625,9.0,0.008627,0.0,10.0,0.0,1.01,0.261921,0.001766,0.0,0.001799,21.3635,0.0,2.04,4.06,1.0,0.0,1.0,41.0,0.007477,1.01,0.574178,0.0,0.0,5.1,7.0,281.0,0.0,19.0,1.0,2.0,0.0,0.0,171.0,0.0,104.0,0.010143,0.001649,0.015131,3.07,5.23,9.0,6.32,17.0,1.0,16.0,2.0,2.02,0.0,3.07,0.058696,0.0,12.0,0.007302,0.0,0.011669,0.0,10.0,0.008478,8.04,0.12329,0.009333,b'buggy'
626,0.0,0.0,0.0,3.0,0.0,0.0,0.033219,0.001371,0.0,0.0,11.6615,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.318039,0.0,0.0,1.02,8.0,50.0,4.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,21.0,0.001991,0.0,0.006922,0.0,0.0,9.0,1.01,2.0,0.0,2.0,0.0,1.01,0.0,0.0,0.031323,2.02,4.0,0.0,0.002368,0.001976,21.0,3.0,0.0,2.03,0.048696,0.0,b'clean'
627,1.0,0.012149,0.00441,4.0,0.0,1.06,0.147133,0.0,1.01,0.002596,7.03016,0.0,1.01,2.02,0.0,0.0,0.0,30.0,0.00408,1.06,0.266561,0.0,0.0,2.09,17.0,147.0,0.0,14.0,1.0,2.0,0.0,0.0,91.0,0.0,68.0,0.012401,0.003064,0.016693,1.04,2.25,19.0,2.15,16.0,0.0,16.0,0.0,0.0,0.0,1.05,0.05103,0.0,6.0,0.003995,0.0,0.011749,0.0,3.0,0.004579,3.47,0.185238,0.013086,b'clean'
628,11.0,0.010886,0.0,13.0,0.0,3.08,0.465812,0.0,0.0,0.001697,12.9364,0.0,5.07,6.12,1.0,0.0,0.0,218.0,0.010766,2.07,0.367558,0.0,0.000331,6.6,21.0,646.0,0.0,37.0,2.0,1.0,0.0,0.0,666.0,1.03,471.0,0.012211,0.002172,0.017219,5.12,9.86,22.0,9.71,21.0,0.0,10.0,0.0,0.0,0.0,5.12,0.040144,2.03,17.0,0.007808,0.001897,0.015669,18.0,6.0,0.007792,11.02,0.076078,0.012193,b'buggy'
629,5.0,0.001664,0.0,0.0,0.0,0.0,0.019203,0.001685,0.0,0.0,8.98492,0.0,1.01,1.02,0.0,0.0,0.0,20.0,0.001697,0.0,0.249354,0.0,0.001986,1.04,12.0,130.0,0.0,13.0,3.0,1.0,0.0,0.0,78.0,1.01,61.0,0.001682,0.0,0.009739,2.03,1.23,13.0,3.11,5.0,0.0,5.0,0.0,1.01,0.0,2.03,0.025786,3.04,2.0,0.003268,0.005131,0.004911,21.0,7.0,0.002916,4.21,0.045159,0.001757,b'clean'
630,9.0,0.001137,0.0,3.0,0.0,0.0,0.020726,0.00117,0.0,0.0,13.1509,0.0,0.0,1.01,0.0,0.0,0.0,50.0,0.0,0.0,0.342488,0.0,0.0,2.04,13.0,147.0,0.0,14.0,1.0,2.0,0.0,0.0,91.0,0.0,93.0,0.002033,0.0,0.006632,1.02,1.13,14.0,3.09,2.0,0.0,2.0,0.0,1.01,0.0,1.02,0.030239,1.01,3.0,0.002006,0.001646,0.003421,6.0,5.0,0.001619,3.13,0.041558,0.001227,b'clean'
631,0.0,0.0,0.0,1.0,0.0,0.0,0.005899,0.0,0.0,0.0,2.53244,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14333,0.0,0.0,0.0,3.0,34.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042109,0.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.118851,0.0,b'clean'
632,4.0,0.0,0.0,1.0,0.0,0.0,0.007102,0.0,0.0,0.0,3.05459,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.103073,0.0,0.0,0.0,8.0,110.0,0.0,16.0,1.0,1.0,0.0,0.0,120.0,0.0,68.0,0.0,0.0,0.004997,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015822,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.03,0.048942,0.0,b'clean'
633,0.0,0.0,0.0,0.0,0.0,0.0,0.006435,0.0,0.0,0.0,3.36633,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.107253,0.0,0.0,0.0,0.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014868,1.01,1.0,0.0,0.001646,0.0,6.0,4.0,0.0,0.0,0.040121,0.0,b'clean'
634,0.0,0.000914,0.0,2.0,0.0,0.0,0.005479,0.0,0.0,0.0,6.12275,0.0,0.0,1.01,0.0,0.0,0.0,16.0,0.0,0.0,0.179163,0.0,0.0,1.01,4.0,51.0,62.0,13.0,4.0,1.0,0.0,0.0,78.0,0.0,24.0,0.001028,0.0,0.005607,0.0,1.12,5.0,1.01,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.020705,1.01,2.0,0.0,0.000935,0.001009,55.0,8.0,0.0,2.07,0.04143,0.000986,b'clean'
